PART,NB. OF ELEMENTS,Percentage Increased
59400057,16,0.0237642585551362
59400058,60,2.664165103189489
59400059,712,0.0
59400060,424,0.0
59400061,40,0.0
59400062,60,0.0
59400063,30,0.0
59400064,50,0.0
59400065,500,0.0
59400069,336,0.0
59400070,208,0.0
59400071,1173,0.0
59400072,198,6.633499170812598
59400073,198,6.556016597510365
59400077,1424,0.0
59400078,1488,0.0
59400079,434,0.1481481481481455
59400080,409,0.0
59400081,297,0.2448729721457107
59400083,413,24.55874936964195
59400084,439,16.689219666215596
59400085,516,17.946824224519954
59400086,1594,22.35883968007639
59400088,64,0.0
59400089,90,0.0
59400090,120,0.0
59400091,290,0.0
59400092,290,0.0
59400093,456,0.0
59400097,9983,0.0
59400098,6752,0.0
59400100,2420,0.0
59400103,155,0.0279642058165633
59400105,771,0.0
59400107,456,0.0
59400108,1117,0.0
59400110,143,0.0
59400111,187,0.1953670108847351
59400112,438,0.11148272017836
59400113,2456,0.0
59400115,456,0.0
59400116,1117,0.0
59400118,1117,0.0
59400119,143,0.0
59400120,438,0.0743770918557209
59400121,187,0.2236823710331432
59400122,2456,0.0
59400123,2420,0.0
59400127,155,0.0279642058165633
59400129,771,0.0
59400132,1000,0.0
59400133,710,0.0
59400134,710,0.0
59400135,710,0.0
59400137,1670,0.0738552437223166
59400138,1684,0.048649963512522
59400139,3076,0.0
59400140,4080,0.0
59400141,432,0.0
59400142,240,0.0
59400143,240,0.0
59400144,396,0.0565291124929276
59400146,701,0.0
59400149,701,0.0
59400150,327,0.0
59400151,327,0.0
59400153,8160,0.0
59400154,313,0.094428706326726
59400155,514,0.0
59400156,1684,0.048649963512522
59400157,240,0.0747384155455821
59400158,20,0.0
59400159,60,0.0
59400160,20,0.0
59400161,60,0.0
59400162,20,0.0
59400163,60,0.0
59400164,60,0.0
59400165,20,0.0
59400166,346,1.261418007829497
59400167,262,5.516705516705513
59400169,1651,0.0
59400171,262,5.439005439005422
59400172,336,0.0
59400173,208,0.0
59400174,1173,0.0
59400175,1488,0.0
59400176,1424,0.0
59400177,434,0.09871668311945
59400178,305,0.0
59400179,297,0.2448729721457107
59400180,520,1.132803085080738
59400181,313,0.0
59400182,514,0.0
59400184,1292,0.0
59400185,240,0.0747384155455821
59400186,4,0.0
59400187,4,0.0
59400188,4,0.0
59400189,0,0.0
59400191,0,0.0
59400193,0,0.0
59400194,0,0.0
59400195,327,0.0
59400196,327,0.0
59400197,0,0.0
59400198,0,0.0
59400199,696,0.0
59400200,384,861.1102864776607
59400201,1,0.0
59400202,26,428.380187416332
59400203,3,477.1084337349397
59400204,1710,0.0
59400205,1700,0.0
59400206,756,0.0
59400223,756,0.0
59400224,1700,0.0
59400225,1710,0.0
59400226,696,0.0
59400227,384,861.1102864776607
59400228,3,477.1084337349397
59400229,1,0.0
59400230,26,428.380187416332
59400231,756,0.0
59400232,1700,0.0
59400233,1710,0.0
59400234,696,0.0
59400235,384,861.1102864776607
59400236,3,477.1084337349397
59400237,1,0.0
59400238,26,428.380187416332
59400239,756,0.0
59400240,1700,0.0
59400241,1710,0.0
59400242,696,0.0
59400243,384,861.1102864776607
59400244,3,477.1084337349397
59400245,1,0.0
59400246,26,428.380187416332
59400247,756,0.0
59400248,1700,0.0
59400249,1710,0.0
59400250,696,0.0
59400251,384,861.1102864776607
59400252,3,477.1084337349397
59400253,1,0.0
59400254,26,428.380187416332
59400255,756,0.0
59400256,1700,0.0
59400257,1710,0.0
59400258,696,0.0
59400259,384,861.1102864776607
59400260,3,477.1084337349397
59400261,1,0.0
59400262,26,428.380187416332
59400263,756,0.0
59400264,1700,0.0
59400265,1710,0.0
59400266,696,0.0
59400267,384,861.1102864776607
59400268,3,477.1084337349397
59400269,1,0.0
59400270,26,428.380187416332
59400271,756,0.0
59400272,1700,0.0
59400273,1710,0.0
59400274,696,0.0
59400275,384,861.1102864776607
59400276,3,477.1084337349397
59400277,1,0.0
59400278,26,428.380187416332
59400295,756,0.0
59400296,1700,0.0
59400297,1710,0.0
59400298,696,0.0
59400299,384,861.1102864776607
59400300,3,477.1084337349397
59400301,1,0.0
59400302,26,428.380187416332
59400303,2004,0.0
59400304,420,641.6413373860182
59400305,1,0.0
59400306,64,428.4533648170012
59400307,3,354.44732297063905
59400308,1425,0.0
59400309,1206,0.0
59400310,1206,0.0
59400311,1425,0.0
59400312,2004,0.0
59400313,420,642.0972644376899
59400314,3,354.44732297063905
59400315,1,0.0
59400316,64,428.4533648170012
59400317,1206,0.0
59400318,1425,0.0
59400319,2004,0.0
59400320,420,641.6413373860182
59400321,3,354.44732297063905
59400322,1,0.0
59400323,64,428.4533648170012
59400324,1206,0.0
59400325,1425,0.0
59400326,2004,0.0
59400327,420,641.6413373860182
59400328,3,354.44732297063905
59400329,1,0.0
59400330,64,428.4533648170012
59400331,1164,0.0
59400332,570,567.6646706586827
59400333,1,0.0
59400334,36,428.5474391267842
59400335,3,335.92887798896385
59400336,1727,0.0
59400337,1644,0.0
59400338,1572,0.0
59400339,1727,0.0
59400340,1164,0.0
59400341,570,567.6646706586827
59400342,3,335.72450439403224
59400343,1,inf
59400344,36,428.5474391267842
59400345,1074,0.0
59400346,570,577.8054862842894
59400347,1,inf
59400348,33,428.3882783882785
59400349,3,335.72450439403224
59400350,1727,0.0
59400351,1572,0.0
59400352,1644,0.0
59400353,1727,0.0
59400354,1074,0.0
59400355,570,577.8054862842894
59400356,3,335.72450439403224
59400357,1,inf
59400358,33,428.3882783882785
59400578,36,0.2026342451874284
59400588,80,0.0
59400608,692,208.67643638055364
59400618,692,208.79274249825545
59400628,72,0.0
59400638,72,0.0
59400698,69,0.0
59400708,69,0.0
59400718,90,0.0
59400728,806,211.07438016528928
59400738,526,153.1005971520441
59400748,90,0.0
59400758,69,0.0
59400768,69,0.0
59400778,526,152.98576022048692
59400788,90,0.0
59400798,69,0.0
59400808,69,0.0
59400818,336,0.0
59400828,336,0.0
59400838,1670,0.0738961758728904
59400948,197,0.0896325067224447
59400958,197,0.0896325067224447
59400998,215,0.0
59401008,215,0.0
59401038,22,0.0
59401048,64,0.0
59401058,82,0.0
59401068,64,0.0
59401078,22,0.0
59401088,143,0.0
59401098,143,0.0
59401108,215,0.0
59401118,215,0.0
59401128,82,0.0
59401179,64,0.0
59401180,3,477.1084337349397
59401190,3,477.1084337349397
59401200,1,0.0
59401210,1,0.0
59401220,696,0.0
59401250,756,0.0
59401300,694,0.0
59401330,696,0.0786163522012683
59401340,384,861.2587204987383
59401350,384,861.407154519816
59401360,26,428.380187416332
59401370,26,428.380187416332
59401371,26,428.380187416332
59401372,1,0.0
59401373,3,477.1084337349397
59401374,384,861.5555885408936
59401375,696,0.0393081761006341
59401376,1710,0.0
59401377,756,0.0
59401378,26,428.380187416332
59401379,1,0.0
59401380,3,477.1084337349397
59401381,384,861.1102864776607
59401382,696,0.0
59401383,756,0.0
59401384,54,428.4075006996921
59401385,2,0.0
59401386,6,335.8266911914981
59401387,570,567.6646706586827
59401388,894,0.0
59401389,3454,0.0
59401390,1644,0.0
59401391,27,428.3715724678232
59401392,1,0.0
59401393,3,335.72450439403224
59401394,570,567.6646706586827
59401395,894,0.0
59401396,1727,0.0
59401397,1644,0.0
59401398,215,0.0880669308674556
59401400,1089,0.0
59401403,171,0.182377749914503
59401406,1152,0.0155520995334353
59401410,0,0.0
59401485,338,0.0
59401486,128,0.0457665903890194
59401487,264,19.68876860622464
59401488,264,19.68876860622464
59401489,1879,222.29665071770336
59401490,50,0.0
59401491,16,0.0
59401493,4248,0.0594883997620398
59401494,32,0.0
59401495,32,0.0
59401496,540,0.0
59401499,49,0.0
59401501,52,0.1398112548060062
59401505,40,49.3993993993994
59401508,2472,0.0
59401509,16,8.258569128134344
59401510,1428,0.0
59401511,880,0.0
59401512,40,49.3993993993994
59401522,30,0.0
59401532,30,0.0
59401542,30,0.0
59401552,30,0.0
59401562,30,0.0
59401572,30,0.0
59401582,66,0.1015744032503767
59401592,66,0.305966343702198
59401602,64,0.0
59401612,64,0.0
59401622,64,0.0
59401632,64,0.0
59401642,1214,0.0
59401652,1214,0.0
59401662,194,0.0
59401672,194,0.0
59401692,138,0.0
59401702,138,0.0
59401742,86,0.0
59401752,86,0.0
59401762,5760,0.0
59401772,2856,0.0
59401782,60,0.0
59401792,60,0.0
59401802,1122,0.0182748538011675
59401812,1118,0.0183284457477985
59401822,1,181.31571042355063
59401832,1,181.31571042355063
59401842,1,181.31571042355063
59401852,1,181.31571042355063
59401862,2472,0.0
59401872,1428,0.0
59401882,16,8.212560386473422
59401892,880,0.0
59401893,396,0.0565291124929276
59401894,16,0.0
59401895,50,0.0
59401896,264,19.62110960757783
59401897,264,19.68876860622464
59401898,120,0.0
59401899,90,0.0
59401900,120,0.0
59401901,90,0.0
59401903,152,0.0
59401904,338,1.1380880121396064
59401905,152,0.0
59401906,1644,0.0
59401907,894,0.0
59401908,570,567.6646706586827
59401909,570,567.6646706586827
59401910,1224,0.0
59401911,1644,0.0
59401912,128,0.0
59401913,728,0.0
59401914,84,0.0
59401915,1044,0.0
59401916,18,0.0
59401917,18,0.2796333695821001
59401918,125,0.050530570995456
59401919,125,0.050530570995456
59401920,125,0.050530570995456
59401921,327,25.20380434782608
59401922,108,0.355618776671406
59401923,88,21.90301548492258
60910010,8171,0.0
60910020,6879,0.0
60910030,7066,0.0
60910040,6548,0.0
60910050,8172,0.0
60910060,6878,0.0
60910070,23002,0.0
60910080,16082,0.0
60910090,55192,0.0
60910100,52405,0.0
60910110,55386,0.0
60910120,179255,0.0
99,6,204.9838486386709
100,0,0.0
200,0,0.0
61000000,0,0.0
95000000,110,0.0
95000001,224,0.0
95000002,4,0.0
95000003,8,0.0
95000004,0,0.0
91000000,57064,0.0
91000001,29788,0.0
91000002,416,0.0
91000003,68,0.0
91000004,2,0.0
91000005,2,0.0
91000006,4,0.0
91000007,4,0.0
91000008,2,0.0
77110004,1400,0.0
77110005,4732,0.0
77110006,2294,0.0
77110007,884,0.0
77110010,3,0.0
77110011,24,0.0
77110012,56,0.0
77110013,588,32.07803992740472
77110041,8,0.0
77110099,0,0.0
92000000,57064,0.0
92000001,29788,0.0
92000002,416,0.0
92000003,68,0.0
92000004,2,0.0
92000005,2,0.0
92000006,4,0.0
92000007,4,0.0
92000008,2,0.0
77210004,1400,0.2883031301482727
77210005,4732,0.0
77210006,2294,0.0
77210007,884,0.0
77210010,3,0.0
77210011,24,0.0
77210012,56,0.0
77210013,588,33.33333333333334
77210041,8,0.0
77210099,0,0.0
94000000,57064,0.0
94000001,29788,0.0
94000002,416,0.0
94000003,68,0.0
94000004,2,0.0
94000005,2,0.0
94000006,4,0.0
94000007,4,0.0
94000008,2,0.0
77410004,1400,0.6163328197226519
77410005,4732,0.0174855744011244
77410006,2294,0.0
77410007,884,0.0
77410010,3,0.0
77410011,24,0.0
77410012,56,0.0
77410013,588,27.65017667844522
77410041,8,0.0
77410099,0,0.0
59490014,0,0.0
