PART,MTYP,NB. OF ELEMENTS,INPUT     ELEM. MASS,ADDED INIT MASS SCALE,ADDED DYN. MASS SCALE,ADDED NON-STRU. MASS,ADDED   MASSTRIM,ADDED NODAL MASS,FINAL     ELEM. MASS,FINAL NODAL MASS,Percentage Increased
89165195,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165205,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165255,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165265,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165285,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165295,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165315,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165325,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165375,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165385,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165405,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165415,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165435,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165445,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165465,224,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165475,224,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165495,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165505,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165555,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165565,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165585,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165595,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165615,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165625,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165645,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165655,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165675,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165685,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165735,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165745,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165765,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165775,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165795,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165805,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165855,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165865,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165885,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165895,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166040,224,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166120,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166160,224,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166440,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166470,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166500,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166530,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166560,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166590,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166620,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166640,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166660,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166680,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166700,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166720,224,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166740,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166760,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166780,224,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166800,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166820,224,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166840,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166860,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166880,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166900,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166920,224,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166940,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166960,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89166980,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167000,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167020,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167040,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167060,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167080,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167100,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167120,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167140,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167160,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167180,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167200,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167220,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167240,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167272,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167292,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167312,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167332,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167365,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167375,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167395,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167405,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167425,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167435,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167455,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167465,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167485,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167495,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167515,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167525,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167545,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167555,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167575,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167585,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167605,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167615,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167635,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167645,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167665,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167675,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167695,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167705,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167725,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167735,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167755,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167765,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167785,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167795,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167815,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167825,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167845,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167855,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167880,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167900,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167920,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167940,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167960,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89167980,224,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168000,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168020,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168040,224,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168060,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168080,224,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168100,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168120,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168140,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168160,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168180,224,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168200,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168220,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168240,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168260,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168280,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168300,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168320,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168340,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168360,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168380,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168400,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168420,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168440,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168472,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168492,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168512,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168532,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168565,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168575,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168595,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168605,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168625,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168635,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168655,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168665,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168685,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168695,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168715,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168725,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168745,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168755,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168775,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168785,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168805,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168815,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168835,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168845,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168865,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168875,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168895,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168905,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168925,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168935,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168955,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168965,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168985,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89168995,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169015,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169025,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169050,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169070,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169100,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169120,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169150,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169170,224,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169190,224,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169280,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169300,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169320,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169340,224,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169360,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169380,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169400,224,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169435,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169445,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169465,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169475,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169500,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169520,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169540,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169575,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169585,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169605,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89169615,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170350,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170370,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170400,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170420,224,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170440,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170460,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170480,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170500,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170520,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170540,224,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170560,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170580,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170600,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170620,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170640,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170660,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170680,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170700,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170720,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170740,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170760,224,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170780,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170815,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170825,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170845,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170855,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170875,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170885,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170905,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170915,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170935,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170945,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170965,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170975,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89170995,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171005,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171070,224,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171110,224,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171130,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171190,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171210,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171230,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171250,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171270,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171290,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171350,224,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171390,224,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171410,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171470,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171490,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171510,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171530,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171550,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171570,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171785,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171795,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171815,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171825,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171845,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171855,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171875,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171885,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171905,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171915,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171965,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171975,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171995,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172005,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172025,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172035,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172055,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172065,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172085,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172095,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172115,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172125,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172145,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172155,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172175,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172185,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172205,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172215,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172235,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172245,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172265,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172275,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172475,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172485,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172505,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172515,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172535,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172545,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172565,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172575,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172595,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172605,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172655,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172665,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172685,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172695,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172715,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172725,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172745,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172755,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172775,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172785,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172805,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89172815,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
