PART,MTYP,NB. OF ELEMENTS,INPUT     ELEM. MASS,ADDED INIT MASS SCALE,ADDED DYN. MASS SCALE,ADDED NON-STRU. MASS,ADDED   MASSTRIM,ADDED NODAL MASS,FINAL     ELEM. MASS,FINAL NODAL MASS,Percentage Increased
600701,105,11155,2.298,0.0,0.0,0.0,0.0,0.0,2.298,2.298,0.0
8000998,301,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8000999,301,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001997,371,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8009908,1,1520,0.5022,0.0,0.0,0.0,0.0,0.0,0.5022,0.5022,0.0
8009993,305,40484,0.3497,2.774,0.0,0.0,0.0,0.0,3.124,3.123,793.3371461252502
8009994,1,592,0.09033,0.0,0.0,0.0,0.0,0.0,0.09033,0.09033,0.0
8097631,100,914,0.009686,0.0,0.0,0.0,0.0,0.0,0.009686,0.009686,0.0
8500001,100,196,0.09003,0.0,0.0,0.0,0.0,0.0,0.09003,0.09003,0.0
8500003,100,196,0.09003,0.0,0.0,0.0,0.0,0.0,0.09003,0.09003,0.0
8912098,100,104,0.00131,0.0,0.0,0.0,0.0,0.0,0.00131,0.00131,0.0
8912099,301,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150620,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150640,224,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150660,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150680,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150700,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150720,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150840,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150860,224,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150880,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150900,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150920,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150940,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89150960,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151120,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151140,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151160,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151420,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151440,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151460,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151480,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151500,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151520,224,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151540,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151560,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151800,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151820,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151840,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151860,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151880,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151900,224,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151920,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151960,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89151980,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152000,224,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152181,224,1743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152201,224,1743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152232,224,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152252,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152272,224,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152292,224,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152312,224,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152412,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152432,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152452,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152472,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152492,224,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152512,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152712,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152732,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152752,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152772,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152972,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89152992,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153012,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153032,224,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153395,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153405,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153425,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153435,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153455,224,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153465,224,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153485,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153495,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153515,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153525,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153545,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153555,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153575,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153585,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153605,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153615,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153635,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153645,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153935,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153945,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153965,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153975,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89153995,224,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154005,224,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154025,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154035,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154055,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154065,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154085,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154095,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154115,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154125,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154145,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154155,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154175,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154185,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154265,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154275,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154295,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154305,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154325,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154335,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154355,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154365,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154595,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154605,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154625,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154635,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154655,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154665,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154685,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154695,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154715,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154725,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154745,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154755,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154775,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154785,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154985,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89154995,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155015,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155025,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155045,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155055,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155075,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155085,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155105,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155115,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155135,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155145,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155165,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155175,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155195,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155205,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155225,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155235,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155500,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155520,224,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155800,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89155820,224,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156192,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156212,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156232,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156252,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156272,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156312,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156372,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156392,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156412,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156432,224,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156452,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156855,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156865,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156885,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89156895,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89157245,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89157255,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89157275,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89157285,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89157770,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89157790,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89157810,224,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89157830,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89157850,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89157870,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158010,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158030,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158050,224,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158070,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158090,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158110,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158190,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158210,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158625,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158635,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158655,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158665,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158685,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158695,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158745,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158755,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158835,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158845,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158865,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158875,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158895,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89158905,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159285,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159295,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159315,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159325,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159345,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159355,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159405,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159415,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159495,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159505,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159525,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159535,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159555,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159565,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159645,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159655,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159675,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159685,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159705,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159715,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159800,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159830,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159900,224,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89159990,224,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89160050,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89160180,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89160210,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89161720,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89161740,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89161772,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89161792,224,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89161940,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89161960,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89161995,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162005,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162030,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162050,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162085,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162095,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162120,224,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162140,224,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162170,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162190,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162210,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162230,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162260,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162292,224,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162320,224,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162370,224,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162570,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162590,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162640,224,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162680,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162770,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162790,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162810,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162830,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162850,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162870,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162890,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162910,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162930,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162950,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162970,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162990,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163010,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163030,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163050,224,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163070,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163090,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163110,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163130,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163150,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163170,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163190,224,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163225,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163235,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163255,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163265,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163285,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163295,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163315,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163325,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89163390,224,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164300,224,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164320,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164340,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164380,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164400,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164440,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164460,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164520,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164540,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164580,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164600,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164620,224,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164640,224,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164660,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164680,224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164720,224,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164760,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164780,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164840,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164860,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164900,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164920,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164955,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164965,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164985,224,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89164995,224,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165045,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165055,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165075,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165085,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165105,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165115,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165135,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165145,224,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165165,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89165175,224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
